"Region","Station","Date","Daily Rainfall Total (mm)","Highest 30 min Rainfall (mm)","Highest 60 min Rainfall (mm)","Highest 120 min Rainfall (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Mean Wind Speed (km/h)","Max Wind Speed (km/h)","Latitude","Longitude"
"Central","Sentosa Island",2021-02-26,0,0,0,0,28.6,32.7,25.5,5.1,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-02-27,0,0,0,0,28.7,33.6,25.8,5.7,24.8,1.2503,103.8275
"Central","Sentosa Island",2021-02-28,0,0,0,0,28.5,32.4,26.3,6.9,24.1,1.2503,103.8275
"Central","Sentosa Island",2021-03-01,NA,NA,NA,NA,26.4,29.5,24,3.8,23.7,1.2503,103.8275
"Central","Sentosa Island",2021-03-02,0,0,0,0,27.7,31.9,25.6,5.7,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-03,0,0,0,0,29.6,35.1,26.6,5.4,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-03-04,4.6,4,4.2,4.2,28.4,32.9,25.6,4.3,27.4,1.2503,103.8275
"Central","Sentosa Island",2021-03-05,4,3.8,4,4,29.6,33,26.4,5.4,27,1.2503,103.8275
"Central","Sentosa Island",2021-03-06,0,0,0,0,30.4,34,28.4,6.4,27.4,1.2503,103.8275
"Central","Sentosa Island",2021-03-07,0.2,0.2,0.2,0.2,29.2,32.3,27.3,5.2,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-03-08,11.8,8.8,11.8,11.8,28.8,32.9,23.1,5.2,37,1.2503,103.8275
"Central","Sentosa Island",2021-03-09,0,0,0,0,28.4,31.4,25.8,4.8,19.1,1.2503,103.8275
"Central","Sentosa Island",2021-03-10,0,0,0,0,29,32.6,26.2,4.5,17.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-11,4.4,3.6,3.6,3.6,27.3,30.9,24.9,4,21.3,1.2503,103.8275
"Central","Sentosa Island",2021-03-12,0,0,0,0,28.2,32.5,25.7,5.5,30.9,1.2503,103.8275
"Central","Sentosa Island",2021-03-13,12.4,11.8,12.4,12.4,27.7,31.9,25.7,4.5,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-14,1.4,1.4,1.4,1.4,28.2,31.5,26.3,4.9,20.6,1.2503,103.8275
"Central","Sentosa Island",2021-03-15,6.4,6.2,6.4,6.4,28.3,34.2,24,5.2,38.5,1.2503,103.8275
"Central","Sentosa Island",2021-03-16,0,0,0,0,28.6,31.6,26.2,6,28.5,1.2503,103.8275
"Central","Sentosa Island",2021-03-17,5.6,5.4,5.6,5.6,27.8,31.1,25.6,4.3,20.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-18,14.6,12.2,14.4,14.4,27.9,32,24.2,5.5,27.8,1.2503,103.8275
"Central","Sentosa Island",2021-03-19,0.2,0.2,0.2,0.2,29,33.2,26.4,5.2,19.8,1.2503,103.8275
"Central","Sentosa Island",2021-03-20,0,0,0,0,29.2,33.6,27.2,5,22.6,1.2503,103.8275
"Central","Sentosa Island",2021-03-21,3.8,3.8,3.8,3.8,28.7,32.9,25.3,5.5,30.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-22,0,0,0,0,29.2,34,26.7,5.7,28.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-23,73.5,43,56.5,64.5,27.2,32.1,24.3,5.1,33.5,1.2503,103.8275
"Central","Sentosa Island",2021-03-24,3.5,1.5,1.5,2,26.8,30.5,25.4,4.5,18.3,1.2503,103.8275
"Central","Sentosa Island",2021-03-25,0,0,0,0,27.3,29.5,25.3,3.9,20.9,1.2503,103.8275
"Central","Sentosa Island",2021-03-26,0,0,0,0,28.9,33.6,26.3,5.2,27,1.2503,103.8275
"Central","Sentosa Island",2021-03-27,1.8,1.2,1.2,1.8,27.5,31.7,24.7,5.1,38.2,1.2503,103.8275
"Central","Sentosa Island",2021-03-28,0,0,0,0,29,32.2,26.2,5.4,18.3,1.2503,103.8275
"Central","Sentosa Island",2021-03-29,55,34.4,41.4,53.2,27.4,33,23.4,4.1,40.7,1.2503,103.8275
"Central","Sentosa Island",2021-03-30,0,0,0,0,28.7,33.6,25.6,5.2,24.1,1.2503,103.8275
"Central","Sentosa Island",2021-03-31,23.8,11.8,17.6,21.2,29.3,34,23.6,6.1,47.2,1.2503,103.8275
"Central","Sentosa Island",2021-04-01,NA,NA,NA,NA,27,31.4,25.3,4.4,24.8,1.2503,103.8275
"Central","Sentosa Island",2021-04-02,0,0,0,0,27.7,32.7,25,6.5,35.9,1.2503,103.8275
"Central","Sentosa Island",2021-04-03,0,0,0,0,29.4,33.8,26.7,6,27.4,1.2503,103.8275
"Central","Sentosa Island",2021-04-04,25.6,13.4,14.2,19,28.2,33.6,24,4.9,29.4,1.2503,103.8275
"Central","Sentosa Island",2021-04-05,1.4,1.4,1.4,1.4,29.3,33.6,27.5,4.2,19.4,1.2503,103.8275
"Central","Sentosa Island",2021-04-06,2.2,2.2,2.2,2.2,30.3,34.7,27.3,5,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-04-07,32.2,21.8,30,30.8,27.2,28.7,23.6,5.4,36.7,1.2503,103.8275
"Central","Sentosa Island",2021-04-08,10.2,10.2,10.2,10.2,27.9,29.4,23.8,6.9,37.8,1.2503,103.8275
"Central","Sentosa Island",2021-04-09,2.8,2.8,2.8,2.8,28.7,34,24.7,6,32.4,1.2503,103.8275
"Central","Sentosa Island",2021-04-10,0,0,0,0,29.5,32.9,26.9,4.7,18,1.2503,103.8275
"Central","Sentosa Island",2021-04-11,7,5.2,6.4,6.8,28.3,32.1,25.3,4.8,19.1,1.2503,103.8275
"Central","Sentosa Island",2021-04-12,0,0,0,0,28.5,33.4,26.2,6.5,33.2,1.2503,103.8275
"Central","Sentosa Island",2021-04-13,0,0,0,0,29.4,33.6,27.6,4.9,19.8,1.2503,103.8275
"Central","Sentosa Island",2021-04-14,3.4,1.8,3,3.4,28.8,32.3,24.3,4.9,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-04-15,6.8,2.8,3.4,4,27.5,32.3,25.2,3.4,24.8,1.2503,103.8275
"Central","Sentosa Island",2021-04-16,2.2,2.2,2.2,2.2,28.3,30.6,25.9,3.8,21.7,1.2503,103.8275
"Central","Sentosa Island",2021-04-17,87.4,47.6,57.2,66.6,26.5,33.4,22.9,3.6,32.8,1.2503,103.8275
"Central","Sentosa Island",2021-04-18,0,0,0,0,28.5,32.1,25.4,5.2,21.3,1.2503,103.8275
"Central","Sentosa Island",2021-04-19,0,0,0,0,28.6,31.6,26.2,4.9,40,1.2503,103.8275
"Central","Sentosa Island",2021-04-20,0,0,0,0,29.2,32.4,26.6,5.7,24.1,1.2503,103.8275
"Central","Sentosa Island",2021-04-21,0,0,0,0,29.5,32.4,27.7,5.5,21.7,1.2503,103.8275
"Central","Sentosa Island",2021-04-22,0.4,0.2,0.4,0.4,28.3,31.2,27,5.4,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-04-23,0,0,0,0,29.1,31.7,26.1,5.7,26.3,1.2503,103.8275
"Central","Sentosa Island",2021-04-24,56.2,25.8,37.8,45.2,27.1,28.9,24.3,5,40,1.2503,103.8275
"Central","Sentosa Island",2021-04-25,0,0,0,0,29.6,33.6,26.6,4.5,18.3,1.2503,103.8275
"Central","Sentosa Island",2021-04-26,38,23.2,37.4,38,28.6,35.5,24.5,5.2,28.5,1.2503,103.8275
"Central","Sentosa Island",2021-04-27,0,0,0,0,28.7,31.6,26.1,4.1,17.6,1.2503,103.8275
"Central","Sentosa Island",2021-04-28,0,0,0,0,29.5,34.1,26.6,4.6,22.6,1.2503,103.8275
"Central","Sentosa Island",2021-04-29,0,0,0,0,29.9,35.4,27.7,5.6,31.7,1.2503,103.8275
"Central","Sentosa Island",2021-04-30,0,0,0,0,29.1,33.2,27.8,4.6,26.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-01,NA,NA,NA,NA,26.6,29.9,23.9,5.4,26.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-02,0,0,0,0,27.8,33.7,24.5,5.5,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-05-03,0,0,0,0,29.2,32.6,27.1,6.9,33.9,1.2503,103.8275
"Central","Sentosa Island",2021-05-04,17.2,11.2,16,16.4,27.6,32.1,24.6,3.9,31.7,1.2503,103.8275
"Central","Sentosa Island",2021-05-05,5.4,5.2,5.4,5.4,28.4,33.2,26.3,4.5,23.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-06,0,0,0,0,30.1,32,28.8,6.1,33.5,1.2503,103.8275
"Central","Sentosa Island",2021-05-07,2.2,1,1.6,2.2,28.6,30.7,26.2,6.7,31.7,1.2503,103.8275
"Central","Sentosa Island",2021-05-08,0,0,0,0,29.5,33.3,27.8,7.2,24.4,1.2503,103.8275
"Central","Sentosa Island",2021-05-09,0,0,0,0,29.1,34.3,26.4,6,23.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-10,3,3,3,3,28.5,29.5,23.6,5.4,38.2,1.2503,103.8275
"Central","Sentosa Island",2021-05-11,0.4,0.2,0.2,0.2,28.3,32.6,26.1,4.2,25.9,1.2503,103.8275
"Central","Sentosa Island",2021-05-12,0,0,0,0,28.7,32.3,27.1,5.8,25.9,1.2503,103.8275
"Central","Sentosa Island",2021-05-13,0,0,0,0,29.5,32.7,27.1,4.9,28.9,1.2503,103.8275
"Central","Sentosa Island",2021-05-14,12.4,12,12.4,12.4,28.8,30.2,27.2,4.4,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-05-15,39.8,23,33.6,36.4,28.1,31.8,24.3,4.8,44.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-16,0,0,0,0,29.8,34.2,27.1,4,19.4,1.2503,103.8275
"Central","Sentosa Island",2021-05-17,0.4,0.2,0.2,0.2,29.4,31.3,27.5,4.4,29.1,1.2503,103.8275
"Central","Sentosa Island",2021-05-18,45.4,14,18,23.2,27.2,30.2,24.8,5.5,31.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-19,0,0,0,0,28.6,30.8,26.8,3.5,19.1,1.2503,103.8275
"Central","Sentosa Island",2021-05-20,0,0,0,0,29.5,32.5,26.9,4,18,1.2503,103.8275
"Central","Sentosa Island",2021-05-21,12.8,7,9.4,12.2,28.5,33.3,24.7,4.8,34.3,1.2503,103.8275
"Central","Sentosa Island",2021-05-22,0,0,0,0,28.1,30,26.1,5.9,27.8,1.2503,103.8275
"Central","Sentosa Island",2021-05-23,0,0,0,0,29.9,33.1,28.1,6.1,18.7,1.2503,103.8275
"Central","Sentosa Island",2021-05-24,0,0,0,0,30.5,34.1,28.2,6.3,24.1,1.2503,103.8275
"Central","Sentosa Island",2021-05-25,0,0,0,0,30.6,34.3,28.4,7,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-05-26,0.2,0.2,0.2,0.2,30.1,33.9,29,6.3,22.6,1.2503,103.8275
"Central","Sentosa Island",2021-05-27,0,0,0,0,30,34.1,28.7,5.3,22,1.2503,103.8275
"Central","Sentosa Island",2021-05-28,0,0,0,0,29.4,32.6,27.2,4.4,27.4,1.2503,103.8275
"Central","Sentosa Island",2021-05-29,4.4,3.4,3.4,3.4,28.5,30.3,25.6,4.6,25.9,1.2503,103.8275
"Central","Sentosa Island",2021-05-30,0,0,0,0,29.5,33.3,27.8,4.6,22,1.2503,103.8275
"Central","Sentosa Island",2021-05-31,14.2,10.2,13.2,14.2,28.8,32.2,24.4,3.2,32,1.2503,103.8275
"Central","Sentosa Island",2021-06-01,NA,NA,NA,NA,25.5,28.2,24.7,4.5,24.4,1.2503,103.8275
"Central","Sentosa Island",2021-06-02,0,0,0,0,28.4,33.6,25.8,6.2,27.8,1.2503,103.8275
"Central","Sentosa Island",2021-06-03,3.2,3.2,3.2,3.2,29.2,34.7,26.4,5.4,29.1,1.2503,103.8275
"Central","Sentosa Island",2021-06-04,13,11.8,12.8,13,28.2,31.6,25.8,4.1,32.4,1.2503,103.8275
"Central","Sentosa Island",2021-06-05,4.4,2.4,2.6,2.8,27.8,29.8,26,3,17.6,1.2503,103.8275
"Central","Sentosa Island",2021-06-06,0,0,0,0,30.1,33.3,27.9,5.7,24.8,1.2503,103.8275
"Central","Sentosa Island",2021-06-07,4.4,3.6,3.6,3.6,28.1,30.3,25.6,5.3,28.2,1.2503,103.8275
"Central","Sentosa Island",2021-06-08,0,0,0,0,29.8,33.4,28.1,5.9,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-06-09,3.2,3.2,3.2,3.2,28.5,33.8,24.5,4.3,35.2,1.2503,103.8275
"Central","Sentosa Island",2021-06-10,0,0,0,0,30.2,33.5,28,8,30.2,1.2503,103.8275
"Central","Sentosa Island",2021-06-11,0,0,0,0,29.1,32.6,26.2,5,18.3,1.2503,103.8275
"Central","Sentosa Island",2021-06-12,0,0,0,0,28.8,31.9,26.8,6.2,29.1,1.2503,103.8275
"Central","Sentosa Island",2021-06-13,0,0,0,0,29.3,32.4,27.3,6.5,32.4,1.2503,103.8275
"Central","Sentosa Island",2021-06-14,0,0,0,0,29.5,33.6,27.6,4.5,23,1.2503,103.8275
"Central","Sentosa Island",2021-06-15,0,0,0,0,28.9,32.4,27.4,4.5,28.5,1.2503,103.8275
"Central","Sentosa Island",2021-06-16,0,0,0,0,28.7,30.9,26.8,5.3,33.9,1.2503,103.8275
"Central","Sentosa Island",2021-06-17,2.4,2.4,2.4,2.4,29.4,33,26.4,5.6,28.9,1.2503,103.8275
"Central","Sentosa Island",2021-06-18,8.4,1.6,2.8,3.6,27.3,29,25.7,4.1,49.3,1.2503,103.8275
"Central","Sentosa Island",2021-06-19,0.6,0.4,0.6,0.6,28.6,33.2,26.8,4.4,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-06-20,23.4,16.6,19.6,21.6,28.3,33.1,23.8,4.7,29.1,1.2503,103.8275
"Central","Sentosa Island",2021-06-21,0.2,0.2,0.2,1.2,28.8,32.2,24.4,5.1,18,1.2503,103.8275
"Central","Sentosa Island",2021-06-22,1.4,1.4,1.4,1.4,28.9,31.6,25.4,5.6,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-06-23,0,0,0,0,29.6,33.3,25.9,6.2,28.9,1.2503,103.8275
"Central","Sentosa Island",2021-06-24,1,0.4,0.6,0.6,29.1,31.7,26.3,5.6,26.3,1.2503,103.8275
"Central","Sentosa Island",2021-06-25,24.6,20.2,24.6,24.6,28.5,31.8,23.5,4.8,33.9,1.2503,103.8275
"Central","Sentosa Island",2021-06-26,6.6,6.4,6.4,6.4,28.8,31.8,25.4,4.5,28.5,1.2503,103.8275
"Central","Sentosa Island",2021-06-27,1.4,0.8,0.8,0.8,28.1,29.1,27,5.7,22.6,1.2503,103.8275
"Central","Sentosa Island",2021-06-28,0,0,0,0,29.3,32.3,27.4,4.8,22,1.2503,103.8275
"Central","Sentosa Island",2021-06-29,36.2,12,18.8,19,28,30.8,24.3,4.9,25.9,1.2503,103.8275
"Central","Sentosa Island",2021-06-30,0.6,0.6,2.4,7.4,28.5,31.9,25.1,7,20.9,1.2503,103.8275
"Central","Sentosa Island",2021-07-01,NA,NA,NA,NA,25.9,28.4,23.8,4.9,33.5,1.2503,103.8275
"Central","Sentosa Island",2021-07-02,0,0,0,0,28.1,33.9,25.3,6.8,29.4,1.2503,103.8275
"Central","Sentosa Island",2021-07-03,39.8,13.8,19.6,22.8,26.6,31.5,24.3,4.9,41.1,1.2503,103.8275
"Central","Sentosa Island",2021-07-04,0,0,0,0,29.2,33,25.9,5.6,32,1.2503,103.8275
"Central","Sentosa Island",2021-07-05,0,0,0,0,29.4,33,27,3.9,24.4,1.2503,103.8275
"Central","Sentosa Island",2021-07-06,7.4,5.8,5.8,7.2,29.8,32.4,26.1,6.2,33.2,1.2503,103.8275
"Central","Sentosa Island",2021-07-07,0,0,0,0,28.7,31.6,26.8,4.2,16.1,1.2503,103.8275
"Central","Sentosa Island",2021-07-08,0,0,0,0,29.5,32.8,28,5.2,20.6,1.2503,103.8275
"Central","Sentosa Island",2021-07-09,0.4,0.2,0.4,0.4,28.4,31.7,25.8,5.5,32.4,1.2503,103.8275
"Central","Sentosa Island",2021-07-10,0,0,0,0,30.1,33,27.8,7.8,27.4,1.2503,103.8275
"Central","Sentosa Island",2021-07-11,2,1.2,1.6,1.8,28.2,29.3,27.3,4.3,19.8,1.2503,103.8275
"Central","Sentosa Island",2021-07-12,1.2,1.2,1.2,1.2,29.4,33.6,26.8,6.9,36.3,1.2503,103.8275
"Central","Sentosa Island",2021-07-13,8.4,1.6,1.8,3,26.2,28.5,24.8,8.8,41.1,1.2503,103.8275
"Central","Sentosa Island",2021-07-14,0.2,0.2,0.2,0.2,28,29.5,26.2,4.9,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-07-15,0,0,0,0,29.5,32.5,26.8,6.5,23.3,1.2503,103.8275
"Central","Sentosa Island",2021-07-16,0,0,0,0,29.9,33.1,28.1,6.4,20.6,1.2503,103.8275
"Central","Sentosa Island",2021-07-17,0,0,0,0,29.7,33.1,27.6,6.6,22.6,1.2503,103.8275
"Central","Sentosa Island",2021-07-18,0,0,0,0,29.8,32.8,27.9,5.8,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-07-19,20.8,17.8,20.8,20.8,28.5,31.4,24.5,4.8,45,1.2503,103.8275
"Central","Sentosa Island",2021-07-20,0,0,0,0,29.5,31.7,27.4,5.5,22,1.2503,103.8275
"Central","Sentosa Island",2021-07-21,0,0,0,0,29.9,32.8,27.9,7,22.4,1.2503,103.8275
"Central","Sentosa Island",2021-07-22,0,0,0,0,30.1,33.4,27.8,6.1,23.7,1.2503,103.8275
"Central","Sentosa Island",2021-07-23,8.4,8,8,8,28.9,32.6,25.2,6.2,45.7,1.2503,103.8275
"Central","Sentosa Island",2021-07-24,0.4,0.4,0.4,0.4,29.2,32.2,26.7,7.7,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-07-25,0,0,0,0,30.1,33.7,27.6,6.2,22,1.2503,103.8275
"Central","Sentosa Island",2021-07-26,0,0,0,0,29.9,33.1,28.1,7.4,24.8,1.2503,103.8275
"Central","Sentosa Island",2021-07-27,0,0,0,0,29.8,32.5,28,7.1,24.4,1.2503,103.8275
"Central","Sentosa Island",2021-07-28,0,0,0,0,29.9,32.8,28.5,7.4,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-07-29,0,0,0,0,30.3,33.3,28.7,7.9,26.3,1.2503,103.8275
"Central","Sentosa Island",2021-07-30,0,0,0,0,30.3,33.6,28.2,6.4,23.3,1.2503,103.8275
"Central","Sentosa Island",2021-07-31,7.2,6.4,7.2,7.2,28.6,30.1,24.3,6.7,46.5,1.2503,103.8275
"Central","Sentosa Island",2021-08-01,NA,NA,NA,NA,25.2,29.7,23.8,4.9,28.2,1.2503,103.8275
"Central","Sentosa Island",2021-08-02,1.4,1.4,1.4,1.4,28.1,33.1,25.6,6.2,30.2,1.2503,103.8275
"Central","Sentosa Island",2021-08-03,0.2,0.2,0.2,0.2,27.9,32.1,24.1,4.9,23.7,1.2503,103.8275
"Central","Sentosa Island",2021-08-04,0,0,0,0,28.9,33,26.1,4.9,21.3,1.2503,103.8275
"Central","Sentosa Island",2021-08-05,42.4,30.4,40.6,42,27.9,31.4,24.2,3.4,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-08-06,0,0,0,0,30,32.7,28.3,5.5,23.3,1.2503,103.8275
"Central","Sentosa Island",2021-08-07,0,0,0,0,29.6,32.7,27.7,5.7,23.7,1.2503,103.8275
"Central","Sentosa Island",2021-08-08,0,0,0,0,28.3,32.2,26.1,5.3,33.9,1.2503,103.8275
"Central","Sentosa Island",2021-08-09,11,8.4,9.2,10.2,28.1,30.8,23.3,9.5,40.4,1.2503,103.8275
"Central","Sentosa Island",2021-08-10,0,0,0,0,30,33.6,27.8,6.9,22.4,1.2503,103.8275
"Central","Sentosa Island",2021-08-11,1.6,0.8,1.4,1.6,28,31.1,26.6,3.3,18.7,1.2503,103.8275
"Central","Sentosa Island",2021-08-12,0,0,0,0,29.1,33.8,26.8,6.1,32.4,1.2503,103.8275
"Central","Sentosa Island",2021-08-13,9.4,9,9,9.2,27.7,31.1,24.8,4.9,33.2,1.2503,103.8275
"Central","Sentosa Island",2021-08-14,0,0,0,0,28.7,34.3,27,5.3,24.1,1.2503,103.8275
"Central","Sentosa Island",2021-08-15,14,9,9,11.2,28.4,31.8,24.1,5.6,46.1,1.2503,103.8275
"Central","Sentosa Island",2021-08-16,1.2,1.2,3.8,5.8,28.6,33,25,4.2,27,1.2503,103.8275
"Central","Sentosa Island",2021-08-17,2.8,0.8,1,1.6,27.3,29.7,26.4,4.4,22.6,1.2503,103.8275
"Central","Sentosa Island",2021-08-18,4,1.6,2.6,3.6,27.1,28.7,25.2,4.8,22.4,1.2503,103.8275
"Central","Sentosa Island",2021-08-19,121.8,36.2,50.8,66.2,27.4,30.9,23.1,7.8,33.9,1.2503,103.8275
"Central","Sentosa Island",2021-08-20,15.6,5.2,7.8,11.6,26.8,28.7,24,5.4,33.5,1.2503,103.8275
"Central","Sentosa Island",2021-08-21,0,0,0,0,28.3,30.1,27,5.9,20.9,1.2503,103.8275
"Central","Sentosa Island",2021-08-22,59,38.6,53.4,55.8,26.8,32.2,23.1,4.6,34.6,1.2503,103.8275
"Central","Sentosa Island",2021-08-23,0.4,0.2,0.4,0.4,27.6,30.5,25.1,4.8,22.4,1.2503,103.8275
"Central","Sentosa Island",2021-08-24,37.2,23.4,27.4,27.8,26.1,28.2,23.6,4.6,29.1,1.2503,103.8275
"Central","Sentosa Island",2021-08-25,8.4,7.4,7.8,8.2,26.6,28.6,23.8,6.2,31.7,1.2503,103.8275
"Central","Sentosa Island",2021-08-26,1.6,1,1.6,1.6,27.5,32.5,25.5,4.1,35,1.2503,103.8275
"Central","Sentosa Island",2021-08-27,0,0,0,0,28.5,31.8,26.4,6.5,34.6,1.2503,103.8275
"Central","Sentosa Island",2021-08-28,0,0,0,0,28.9,32.2,27.1,6.3,23,1.2503,103.8275
"Central","Sentosa Island",2021-08-29,9.8,2.8,3,5.2,26.9,30.4,25,5.4,40.4,1.2503,103.8275
"Central","Sentosa Island",2021-08-30,30.8,15,19.4,20.6,26.7,28.3,23.1,4.9,28.2,1.2503,103.8275
"Central","Sentosa Island",2021-08-31,18,8.2,8.6,15.8,27.7,31.6,24.4,4.5,24.8,1.2503,103.8275
"Central","Sentosa Island",2021-09-01,NA,NA,NA,NA,25.5,29.3,23.4,6.1,34.6,1.2503,103.8275
"Central","Sentosa Island",2021-09-02,0,0,0,0,28,33,25.6,6.1,28.5,1.2503,103.8275
"Central","Sentosa Island",2021-09-03,0,0,0,0,29,34.4,26.2,6,29.8,1.2503,103.8275
"Central","Sentosa Island",2021-09-04,25,19.8,22.8,22.8,28.1,32.9,24.3,4.2,37,1.2503,103.8275
"Central","Sentosa Island",2021-09-05,0,0,0,0,28.9,32.2,26.7,3.7,22,1.2503,103.8275
"Central","Sentosa Island",2021-09-06,0,0,0,0,29.5,31.8,28.1,4.4,28.9,1.2503,103.8275
"Central","Sentosa Island",2021-09-07,23.6,11,15.2,23.6,29.2,34.4,24.8,5.4,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-09-08,0,0,0,0,28.9,32.4,25.7,6.5,20.9,1.2503,103.8275
"Central","Sentosa Island",2021-09-09,0,0,0,0,29.2,31.7,27.5,6.8,23,1.2503,103.8275
"Central","Sentosa Island",2021-09-10,0,0,0,0,29.9,33.4,28.1,7,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-09-11,39.2,30.6,34.8,37.2,27.5,34.4,24.1,4,41.1,1.2503,103.8275
"Central","Sentosa Island",2021-09-12,0,0,0,0,29.1,33.6,26.8,5.3,26.3,1.2503,103.8275
"Central","Sentosa Island",2021-09-13,0.4,0.2,0.2,0.2,27.9,28.9,26.6,5.7,30.9,1.2503,103.8275
"Central","Sentosa Island",2021-09-14,0.2,0.2,0.2,0.2,28.5,30.6,27.5,5.6,19.8,1.2503,103.8275
"Central","Sentosa Island",2021-09-15,0,0,0,0,29,34,27,6.5,35.2,1.2503,103.8275
"Central","Sentosa Island",2021-09-16,3.8,3,3.8,3.8,28.6,32.5,25.5,7,30.9,1.2503,103.8275
"Central","Sentosa Island",2021-09-17,0,0,0,0,29.5,34.8,27.4,7,30.2,1.2503,103.8275
"Central","Sentosa Island",2021-09-18,0,0,0,0,29.1,34.7,27.6,5.6,33.2,1.2503,103.8275
"Central","Sentosa Island",2021-09-19,7.8,7.2,7.2,7.2,27.8,28.6,24.7,6,35.2,1.2503,103.8275
"Central","Sentosa Island",2021-09-20,9.8,9.8,9.8,9.8,28.8,31.9,23.9,6.7,25.6,1.2503,103.8275
"Central","Sentosa Island",2021-09-21,1.4,1.4,1.4,1.4,29.3,32.6,27.5,5.7,23,1.2503,103.8275
"Central","Sentosa Island",2021-09-22,1,1,1,1,28.8,31.6,25.2,6.7,32,1.2503,103.8275
"Central","Sentosa Island",2021-09-23,5,4.4,5,5,28.5,32.3,24.6,6.1,39.3,1.2503,103.8275
"Central","Sentosa Island",2021-09-24,0,0,0,0,29.3,33.2,27,4.7,26.7,1.2503,103.8275
"Central","Sentosa Island",2021-09-25,0.2,0.2,0.2,0.2,29.4,32.4,27.7,5.1,18.7,1.2503,103.8275
"Central","Sentosa Island",2021-09-26,10.2,6.6,6.6,6.6,29.2,32.8,25.5,5.9,29.8,1.2503,103.8275
"Central","Sentosa Island",2021-09-27,19.2,9.6,10,10,26.9,30.9,24.9,4.3,23,1.2503,103.8275
"Central","Sentosa Island",2021-09-28,18.8,16.8,18.8,18.8,27.7,31.7,24.6,4,22.4,1.2503,103.8275
"Central","Sentosa Island",2021-09-29,0,0,0,0,28.6,32,25.8,5.1,23,1.2503,103.8275
"Central","Sentosa Island",2021-09-30,40,18.8,21.8,27.2,26.8,29,24,8.3,48.2,1.2503,103.8275
"Central","Sentosa Island",2021-10-01,NA,NA,NA,NA,25.6,28.3,23.7,5.7,30.9,1.2503,103.8275
"Central","Sentosa Island",2021-10-02,45.2,25,36.8,45.2,27.2,32.2,24.6,5.2,24.1,1.2503,103.8275
"Central","Sentosa Island",2021-10-03,0,0,0,0,29.4,35.4,25.9,5.5,27,1.2503,103.8275
"Central","Sentosa Island",2021-10-04,0,0,0,0,29.1,32.3,26,5.1,25.2,1.2503,103.8275
"Central","Sentosa Island",2021-10-05,0,0,0,0,30.2,33.9,27.5,5.1,20.6,1.2503,103.8275
"Central","Sentosa Island",2021-10-06,14.6,6.6,10.8,12.6,28.9,32.7,24.4,5.2,28.5,1.2503,103.8275
"Central","Sentosa Island",2021-10-07,9,2.2,3.8,7.8,26.3,28,24.8,3.6,22,1.2503,103.8275
"Central","Sentosa Island",2021-10-08,6.8,6,6.6,6.6,29.3,32.3,26.5,6.5,24.4,1.2503,103.8275
"Central","Sentosa Island",2021-10-09,32.2,24.4,31.2,32,27.4,30.1,23.3,6.1,47.6,1.2503,103.8275
"Central","Sentosa Island",2021-10-10,5.8,5.6,5.6,5.6,28.7,31.9,26.3,5.7,41.5,1.2503,103.8275
"Central","Sentosa Island",2021-10-11,5.2,1.2,1.8,2.8,26.8,29.6,25,7.7,41.9,1.2503,103.8275
"Central","Sentosa Island",2021-10-12,24.6,9.2,9.6,11.6,27.4,33.3,24.9,4.7,27,1.2503,103.8275
"Central","Sentosa Island",2021-10-13,0,0,0,0,29.9,33.2,28.2,6.9,23,1.2503,103.8275
"Central","Sentosa Island",2021-10-14,0,0,0,0,30.1,33.4,28.5,7.2,28.2,1.2503,103.8275
"Central","Sentosa Island",2021-10-15,0.8,0.8,0.8,0.8,29.7,33.9,25.9,5.7,35.9,1.2503,103.8275
