"Region","Station","Date","Daily Rainfall Total (mm)","Highest 30 min Rainfall (mm)","Highest 60 min Rainfall (mm)","Highest 120 min Rainfall (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Mean Wind Speed (km/h)","Max Wind Speed (km/h)","Latitude","Longitude"
"East","East Coast Parkway",2021-04-12,0.2,0.2,0.2,0.2,28.2,31.3,26.5,10.8,40.7,1.3133,103.962
"East","East Coast Parkway",2021-04-13,0.8,0.8,0.8,0.8,28.6,31,27.1,6,22.4,1.3133,103.962
"East","East Coast Parkway",2021-04-14,0.2,0.2,0.2,0.2,28.3,30.8,24.7,6.9,38.2,1.3133,103.962
"East","East Coast Parkway",2021-04-15,51.4,36.6,46.2,48.6,26.9,31,22.5,5.8,64.4,1.3133,103.962
"East","East Coast Parkway",2021-04-16,0.4,0.4,0.4,0.4,28.2,30,25.8,6.2,23.3,1.3133,103.962
"East","East Coast Parkway",2021-04-17,105.2,40.8,63.2,69,26.2,30.6,23.3,7.1,42,1.3133,103.962
"East","East Coast Parkway",2021-04-18,0.2,0.2,0.2,0.2,27.8,30.4,25.3,6.7,18.3,1.3133,103.962
"East","East Coast Parkway",2021-04-19,0,0,0,0,28.1,29.5,26.6,10,39.3,1.3133,103.962
"East","East Coast Parkway",2021-04-20,0,0,0,0,28.7,30.6,26.6,10.1,29.1,1.3133,103.962
"East","East Coast Parkway",2021-04-21,0.4,0.4,0.4,0.4,28.9,30.4,27.3,10.5,35.6,1.3133,103.962
"East","East Coast Parkway",2021-04-22,0.6,0.4,0.4,0.6,27.9,30.8,26.3,10.3,32.4,1.3133,103.962
"East","East Coast Parkway",2021-04-23,0,0,0,0,28.7,30.7,26.4,14.7,35.6,1.3133,103.962
"East","East Coast Parkway",2021-04-24,39.2,17.8,25.2,28,26.9,29.3,23.5,9.4,40,1.3133,103.962
"East","East Coast Parkway",2021-04-25,0,0,0,0,28.7,30.7,26.1,7.1,23.3,1.3133,103.962
"East","East Coast Parkway",2021-04-26,0,0,0,0,28.5,30.4,26.8,9.8,35.2,1.3133,103.962
"East","East Coast Parkway",2021-04-27,0,0,0,0,28.4,30,26.9,6.1,23.3,1.3133,103.962
"East","East Coast Parkway",2021-04-28,0,0,0,0,28.7,30.5,26.8,7.3,30.2,1.3133,103.962
"East","East Coast Parkway",2021-04-29,0,0,0,0,28.9,30.9,27.2,9.4,34.6,1.3133,103.962
"East","East Coast Parkway",2021-04-30,0,0,0,0,28.8,30.5,27.2,8.1,25.6,1.3133,103.962
"East","East Coast Parkway",2021-05-01,0,0,0,0,26.7,30.7,24.2,8.1,33.5,1.3133,103.962
"East","East Coast Parkway",2021-05-02,0,0,0,0,27.1,30.4,24.9,13.7,43.5,1.3133,103.962
"East","East Coast Parkway",2021-05-03,0,0,0,0,28.5,32.2,26.4,10.7,30.2,1.3133,103.962
"East","East Coast Parkway",2021-05-04,29.8,26.6,27.8,28.2,27.1,29.9,24.6,5.3,45.4,1.3133,103.962
"East","East Coast Parkway",2021-05-05,0,0,0,0,28.4,30.6,27,6.4,22.6,1.3133,103.962
"East","East Coast Parkway",2021-05-06,0.2,0.2,0.2,0.2,29.8,30.9,26.2,13.3,53.7,1.3133,103.962
"East","East Coast Parkway",2021-05-07,1.4,1,1.2,1.2,28.3,29.6,25.5,15.7,55.4,1.3133,103.962
"East","East Coast Parkway",2021-05-08,0,0,0,0,29,30.6,27.8,16.8,28.9,1.3133,103.962
"East","East Coast Parkway",2021-05-09,0,0,0,0,28.6,30,26.9,13.6,37,1.3133,103.962
"East","East Coast Parkway",2021-05-10,5.8,5.8,5.8,5.8,28.6,29.6,24.3,10.5,47.6,1.3133,103.962
"East","East Coast Parkway",2021-05-11,1.2,0.6,0.8,1.2,27.6,30.4,25.6,6.4,32.4,1.3133,103.962
"East","East Coast Parkway",2021-05-12,0,0,0,0,27.9,30.1,26.9,11.1,37.4,1.3133,103.962
"East","East Coast Parkway",2021-05-13,0,0,0,0,28.9,30.3,26.9,8,27.8,1.3133,103.962
"East","East Coast Parkway",2021-05-14,0.2,0.2,0.2,0.2,28.8,29.5,27.8,8.5,28.2,1.3133,103.962
"East","East Coast Parkway",2021-05-15,25.6,9.2,14.4,22,28.1,29.6,24.4,10,45,1.3133,103.962
"East","East Coast Parkway",2021-05-16,0,0,0,0,29.3,30.6,26.9,8.6,27.4,1.3133,103.962
"East","East Coast Parkway",2021-05-17,19.6,17.8,19.6,19.6,28.9,30.1,24.8,9.9,40.7,1.3133,103.962
"East","East Coast Parkway",2021-05-18,44.4,24.6,31,31.8,26.9,29,24.2,10.2,40,1.3133,103.962
"East","East Coast Parkway",2021-05-19,0,0,0,0,28.1,29.5,26.5,5.7,19.8,1.3133,103.962
"East","East Coast Parkway",2021-05-20,0,0,0,0,28.9,30.7,26.4,8,25.2,1.3133,103.962
"East","East Coast Parkway",2021-05-21,39.4,15,29,39,28.2,30.9,24.1,8.9,38.5,1.3133,103.962
"East","East Coast Parkway",2021-05-22,0.2,0.2,0.2,0.2,28,29.3,26.5,13,35.2,1.3133,103.962
"East","East Coast Parkway",2021-05-23,0,0,0,0,29.6,31,28.1,14.4,25.2,1.3133,103.962
"East","East Coast Parkway",2021-05-24,0,0,0,0,30.1,32.2,28.9,11.4,31.7,1.3133,103.962
"East","East Coast Parkway",2021-05-25,0,0,0,0,30,31.2,29.1,15.8,40,1.3133,103.962
"East","East Coast Parkway",2021-05-26,0,0,0,0,29.9,31.6,28.8,13.1,27,1.3133,103.962
"East","East Coast Parkway",2021-05-27,0,0,0,0,29.4,31,27.9,9.9,33.2,1.3133,103.962
"East","East Coast Parkway",2021-05-28,0,0,0,0,28.9,30.8,26.9,5.6,27,1.3133,103.962
"East","East Coast Parkway",2021-05-29,9.8,7.8,9.2,9.2,28.6,29.5,24.1,10.8,43.5,1.3133,103.962
"East","East Coast Parkway",2021-05-30,0,0,0,0,29.1,31.1,28.2,7.4,31.3,1.3133,103.962
"East","East Coast Parkway",2021-05-31,0,0,0,0,29.3,30.4,26.2,10,43.9,1.3133,103.962
"East","East Coast Parkway",2021-06-01,0,0,0,0,27,29.5,25.7,8.6,35.6,1.3133,103.962
"East","East Coast Parkway",2021-06-02,0,0,0,0,27.5,30.2,25.8,14.9,45.7,1.3133,103.962
"East","East Coast Parkway",2021-06-03,0,0,0,0,28.6,31.8,26.4,14.1,40.7,1.3133,103.962
"East","East Coast Parkway",2021-06-04,0,0,0,0,28.4,31.8,25.8,7.3,28.9,1.3133,103.962
"East","East Coast Parkway",2021-06-05,2.2,1,1.4,2,27.8,29.5,25.9,6.5,32.4,1.3133,103.962
"East","East Coast Parkway",2021-06-06,0,0,0,0,29.9,31.6,28.2,13,28.2,1.3133,103.962
"East","East Coast Parkway",2021-06-07,0,0,0,0,28.4,29.5,27,12.8,43.2,1.3133,103.962
"East","East Coast Parkway",2021-06-08,0,0,0,0,29,31.1,27.3,12.5,30.9,1.3133,103.962
"East","East Coast Parkway",2021-06-09,0,0,0,0,28.4,29.8,26.3,8.7,35.9,1.3133,103.962
"East","East Coast Parkway",2021-06-10,4.6,4.4,4.4,4.4,29.8,32.7,27.3,11.6,41.5,1.3133,103.962
"East","East Coast Parkway",2021-06-11,0,0,0,0,28.5,30.8,26.1,7.3,24.4,1.3133,103.962
"East","East Coast Parkway",2021-06-12,0,0,0,0,28.5,30.9,26.8,11.4,35,1.3133,103.962
"East","East Coast Parkway",2021-06-13,28.8,26.4,28.8,28.8,28.5,30.2,24,13.1,48.9,1.3133,103.962
"East","East Coast Parkway",2021-06-14,0,0,0,0,29.1,31.3,27.2,7.2,37.8,1.3133,103.962
"East","East Coast Parkway",2021-06-15,5.6,5.4,5.4,5.4,28,30.4,25.3,6.9,44.6,1.3133,103.962
"East","East Coast Parkway",2021-06-16,0,0,0,0,28.1,29.5,26.5,10,43.2,1.3133,103.962
"East","East Coast Parkway",2021-06-17,0,0,0,0,29.3,32.8,27.5,9.5,47.2,1.3133,103.962
"East","East Coast Parkway",2021-06-18,47.6,35.6,42.4,43.2,27.2,29.2,23.6,7.3,41.1,1.3133,103.962
"East","East Coast Parkway",2021-06-19,0,0,0,0,28.6,30.6,26.4,9,29.4,1.3133,103.962
"East","East Coast Parkway",2021-06-20,14,11.6,12.2,13.4,27.9,31.5,23.1,9.3,50.4,1.3133,103.962
"East","East Coast Parkway",2021-06-21,0.2,0.2,0.2,0.6,28.5,31.2,24.7,9.9,20.6,1.3133,103.962
"East","East Coast Parkway",2021-06-22,0.4,0.4,0.4,0.4,28.7,29.7,25.8,12.5,26.7,1.3133,103.962
"East","East Coast Parkway",2021-06-23,0,0,0,0,28.9,31.1,25.9,11.6,34.6,1.3133,103.962
"East","East Coast Parkway",2021-06-24,3.6,1.4,1.8,2.8,28.4,30.2,24.5,8.3,27.4,1.3133,103.962
"East","East Coast Parkway",2021-06-25,0,0,0,0.2,27.9,30,26.2,8.7,35.9,1.3133,103.962
"East","East Coast Parkway",2021-06-26,7.6,6.2,7.6,7.6,28.2,29.9,25.1,10,43.5,1.3133,103.962
"East","East Coast Parkway",2021-06-27,0.8,0.6,0.8,0.8,28.1,29.1,26.8,13.7,37.4,1.3133,103.962
"East","East Coast Parkway",2021-06-28,0,0,0,0,28.6,30.2,26.6,8.3,25.9,1.3133,103.962
"East","East Coast Parkway",2021-06-29,28.6,18.6,24,24.2,27.7,30.2,23.2,11.1,52.6,1.3133,103.962
"East","East Coast Parkway",2021-06-30,0,0,0.2,8.4,28.2,30.4,25.1,13.6,29.4,1.3133,103.962
"East","East Coast Parkway",2021-07-01,1.8,0.6,0.6,0.8,25,26.4,24.2,7.2,28.2,1.3133,103.962
"East","East Coast Parkway",2021-07-02,0,0,0,0,27.7,31.8,25.3,13.8,46.5,1.3133,103.962
"East","East Coast Parkway",2021-07-03,5.8,2.4,2.8,3.8,26.5,30.6,24.5,9,44.6,1.3133,103.962
"East","East Coast Parkway",2021-07-04,0,0,0,0,28.8,31.8,26.2,10.3,49.6,1.3133,103.962
"East","East Coast Parkway",2021-07-05,22.8,22.4,22.8,22.8,28.6,30.6,24.4,6.9,38.9,1.3133,103.962
"East","East Coast Parkway",2021-07-06,0,0,0,0,30,31.3,28.2,15.2,30.2,1.3133,103.962
"East","East Coast Parkway",2021-07-07,0,0,0,0,28.7,30.2,27.1,9.3,46.1,1.3133,103.962
"East","East Coast Parkway",2021-07-08,0,0,0,0,28.9,30.6,27,12,33.2,1.3133,103.962
"East","East Coast Parkway",2021-07-09,0,0,0,0,28.2,29.8,25.8,14.7,36.3,1.3133,103.962
"East","East Coast Parkway",2021-07-10,5,4.4,5,5,30,32.1,26.5,10,37.4,1.3133,103.962
"East","East Coast Parkway",2021-07-11,19.8,12.8,17.6,17.8,28.1,30.4,25.6,6.3,30.6,1.3133,103.962
"East","East Coast Parkway",2021-07-12,0,0,0,0,28.7,31.6,26.6,13.3,43.5,1.3133,103.962
"East","East Coast Parkway",2021-07-13,21.4,9.6,10.2,11.2,26,28.6,23.8,15.6,46.1,1.3133,103.962
"East","East Coast Parkway",2021-07-14,0,0,0,0,27.8,29.3,25.4,10.6,36.7,1.3133,103.962
"East","East Coast Parkway",2021-07-15,0,0,0,0,29.1,30.7,26.6,14.6,29.1,1.3133,103.962
"East","East Coast Parkway",2021-07-16,0,0,0,0,29.4,30.7,28.7,16,30.9,1.3133,103.962
"East","East Coast Parkway",2021-07-17,0,0,0,0,29.4,31.1,28.4,15.1,27.8,1.3133,103.962
"East","East Coast Parkway",2021-07-18,0,0,0,0,29.5,31,28.3,14,30.9,1.3133,103.962
"East","East Coast Parkway",2021-07-19,0,0,0,0,28.7,30.3,26.6,10.8,51.5,1.3133,103.962
"East","East Coast Parkway",2021-07-20,0,0,0,0,29.4,30.7,27.5,11.5,25.6,1.3133,103.962
"East","East Coast Parkway",2021-07-21,0,0,0,0,29.7,31,28.5,17.4,29.1,1.3133,103.962
"East","East Coast Parkway",2021-07-22,0,0,0,0,29.7,31.5,28.5,14.2,29.4,1.3133,103.962
"East","East Coast Parkway",2021-07-23,7,5.8,5.8,5.8,29,31.3,24.7,10.9,58.3,1.3133,103.962
"East","East Coast Parkway",2021-07-24,0,0,0.2,1,29,30.5,27.4,17,30.9,1.3133,103.962
"East","East Coast Parkway",2021-07-25,0,0,0,0,29.7,31.5,28.4,16,29.4,1.3133,103.962
"East","East Coast Parkway",2021-07-26,0,0,0,0,29.5,30.9,28.5,16.1,31.7,1.3133,103.962
"East","East Coast Parkway",2021-07-27,0,0,0,0,29.4,30.5,28,14.7,33.9,1.3133,103.962
"East","East Coast Parkway",2021-07-28,0,0,0,0,29.5,30.8,28.5,17.4,36.3,1.3133,103.962
"East","East Coast Parkway",2021-07-29,0,0,0,0,29.8,31.3,28.8,19.6,33.5,1.3133,103.962
"East","East Coast Parkway",2021-07-30,0,0,0,0,29.9,31.7,28.8,15.6,33.9,1.3133,103.962
"East","East Coast Parkway",2021-07-31,6.4,6.2,6.4,6.4,28.6,29.9,23.4,15.2,51.5,1.3133,103.962
"East","East Coast Parkway",2021-08-01,22,9,9.6,10.6,25.6,28,23.7,8,32.8,1.3133,103.962
"East","East Coast Parkway",2021-08-02,0,0,0,0,27.5,30.6,25.8,14.4,43.9,1.3133,103.962
"East","East Coast Parkway",2021-08-03,0,0,0,0,27.7,32,24.6,10.2,41.9,1.3133,103.962
"East","East Coast Parkway",2021-08-04,5.8,5.2,5.6,5.8,27.6,29.7,24.6,7.3,29.1,1.3133,103.962
"East","East Coast Parkway",2021-08-05,8,7,7.4,7.6,27.9,30.6,25.1,5.7,51.9,1.3133,103.962
"East","East Coast Parkway",2021-08-06,0,0,0,0,29.6,31.2,27.4,11.3,32,1.3133,103.962
"East","East Coast Parkway",2021-08-07,0,0,0,0,29.3,30.6,28.1,10.8,27,1.3133,103.962
"East","East Coast Parkway",2021-08-08,4,3.4,4,4,27.6,29.9,25.9,8.8,35,1.3133,103.962
"East","East Coast Parkway",2021-08-09,1.6,1.4,1.6,1.6,28,29.3,24.7,21.5,51.9,1.3133,103.962
"East","East Coast Parkway",2021-08-10,0,0,0,0,29.8,31.7,28.5,15.6,25.6,1.3133,103.962
"East","East Coast Parkway",2021-08-11,2,0.8,1.4,2,28,29.6,26.8,4.4,25.2,1.3133,103.962
"East","East Coast Parkway",2021-08-12,0,0,0,0,28.4,31,26.9,13.9,54.4,1.3133,103.962
"East","East Coast Parkway",2021-08-13,4.4,4.4,4.4,4.4,28,29.6,24.9,10.8,43.9,1.3133,103.962
"East","East Coast Parkway",2021-08-14,0,0,0,0,28.1,29.9,26.8,8.7,25.6,1.3133,103.962
"East","East Coast Parkway",2021-08-15,11.6,7.6,9,10.6,27.9,29.2,24.9,10.7,47.8,1.3133,103.962
"East","East Coast Parkway",2021-08-16,0.4,0.4,1.2,3.6,27.7,30.9,24.9,7.5,34.3,1.3133,103.962
"East","East Coast Parkway",2021-08-17,23,18,18.6,18.6,26.8,29.1,24.1,7.9,28.9,1.3133,103.962
"East","East Coast Parkway",2021-08-18,3.8,1.8,2.8,3.6,26.6,28.2,25,6.2,26.3,1.3133,103.962
"East","East Coast Parkway",2021-08-19,35.2,14.6,17.2,21.2,26.8,29.5,23,13,37.8,1.3133,103.962
"East","East Coast Parkway",2021-08-20,24,20,20.4,21.4,26.4,28.6,23.2,7.4,40,1.3133,103.962
"East","East Coast Parkway",2021-08-21,0,0,0,0,27.9,29.2,26,11.9,28.2,1.3133,103.962
"East","East Coast Parkway",2021-08-22,15.2,10.2,12,14.4,26.9,29.5,23.4,11.6,51.9,1.3133,103.962
"East","East Coast Parkway",2021-08-23,0,0,0,0,27.5,29.1,25.3,9.7,24.8,1.3133,103.962
"East","East Coast Parkway",2021-08-24,24.6,12,14.4,17,26.4,28.4,23.1,10.5,35.2,1.3133,103.962
"East","East Coast Parkway",2021-08-25,0.2,0.2,0.2,0.2,26.7,27.9,24.8,16.6,42.8,1.3133,103.962
"East","East Coast Parkway",2021-08-26,1.4,1,1,1.4,27.7,30.1,25.3,9,44.6,1.3133,103.962
"East","East Coast Parkway",2021-08-27,1,0.8,0.8,0.8,27.7,29.7,26.4,12,38.2,1.3133,103.962
"East","East Coast Parkway",2021-08-28,0,0,0,0,28.7,30.2,27.7,12.1,24.4,1.3133,103.962
"East","East Coast Parkway",2021-08-29,10.4,4.4,4.4,4.4,27.1,29,23.8,12.6,53.7,1.3133,103.962
"East","East Coast Parkway",2021-08-30,56.6,15.8,22,35.4,26.3,28.2,23.5,8.4,30.6,1.3133,103.962
"East","East Coast Parkway",2021-08-31,24.2,16.4,16.8,20.2,27.3,29,23.5,9.7,45.7,1.3133,103.962
"East","East Coast Parkway",2021-09-01,17.2,5.4,5.4,5.6,25.8,28.3,24.4,8.7,31.3,1.3133,103.962
"East","East Coast Parkway",2021-09-02,0.2,0.2,0.2,0.2,27.6,31.3,25.5,11.9,36.7,1.3133,103.962
"East","East Coast Parkway",2021-09-03,0,0,0,0,27.9,31.4,25.6,13.6,40.7,1.3133,103.962
"East","East Coast Parkway",2021-09-04,0,0,0,0,28.1,30.6,25.5,8.8,35,1.3133,103.962
"East","East Coast Parkway",2021-09-05,0,0,0,0,28.2,30.7,27,6.2,30.6,1.3133,103.962
"East","East Coast Parkway",2021-09-06,0.2,0.2,0.2,0.2,29.3,30.2,27.3,10.5,42,1.3133,103.962
"East","East Coast Parkway",2021-09-07,4.4,2.8,4.4,4.4,28.9,30.2,26,12.8,36.7,1.3133,103.962
"East","East Coast Parkway",2021-09-08,0,0,0,0,28.4,30.6,25.5,11.1,26.3,1.3133,103.962
"East","East Coast Parkway",2021-09-09,2.8,2.8,2.8,2.8,28.5,29.8,25.5,14.3,42.4,1.3133,103.962
"East","East Coast Parkway",2021-09-10,0,0,0,0,29.9,32.1,28.8,14.5,32,1.3133,103.962
"East","East Coast Parkway",2021-09-11,44.4,23.4,35.2,39.4,27.7,32.6,24.6,6.4,34.6,1.3133,103.962
"East","East Coast Parkway",2021-09-12,0,0,0,0,28.6,31.3,26.7,12.8,41.9,1.3133,103.962
"East","East Coast Parkway",2021-09-13,2.6,1.4,1.4,1.4,27.4,28.5,26,9.7,36.3,1.3133,103.962
"East","East Coast Parkway",2021-09-14,0,0,0,0,28.2,28.9,27.5,12.9,29.8,1.3133,103.962
"East","East Coast Parkway",2021-09-15,0,0,0,0,28.8,30.9,26.7,13.6,29.1,1.3133,103.962
"East","East Coast Parkway",2021-09-16,0,0,0,0,28.9,30,27.4,13.2,38.2,1.3133,103.962
"East","East Coast Parkway",2021-09-17,0,0,0,0,29.1,30.5,27.7,12.2,35.2,1.3133,103.962
"East","East Coast Parkway",2021-09-18,0,0,0,0,28.8,30.4,27.6,9.3,31.7,1.3133,103.962
"East","East Coast Parkway",2021-09-19,0,0,0,0,28.6,29.2,26.6,15.1,43.5,1.3133,103.962
"East","East Coast Parkway",2021-09-20,0.6,0.6,0.6,0.6,28.9,31.1,26.8,12,42.8,1.3133,103.962
"East","East Coast Parkway",2021-09-21,5.2,3.4,3.4,3.4,29.5,31,27.2,13.6,24.8,1.3133,103.962
"East","East Coast Parkway",2021-09-22,0.2,0.2,0.2,0.2,29.1,30.9,26.8,13.9,36.7,1.3133,103.962
"East","East Coast Parkway",2021-09-23,22,12.8,21.6,21.8,28.6,30.9,24.4,11.1,30.2,1.3133,103.962
"East","East Coast Parkway",2021-09-24,0,0,0,0,29.3,30.4,28.6,10.8,35.9,1.3133,103.962
"East","East Coast Parkway",2021-09-25,1.4,1.4,1.4,1.4,29.2,30.8,27.9,8.4,32.4,1.3133,103.962
"East","East Coast Parkway",2021-09-26,5.6,4.4,4.4,4.4,29,32.2,24.8,8.9,42.8,1.3133,103.962
"East","East Coast Parkway",2021-09-27,4.8,3.2,3.4,3.6,27.4,31,25,6.5,33.9,1.3133,103.962
"East","East Coast Parkway",2021-09-28,8.2,7,8.2,8.2,27.8,31.3,25.4,5.4,22.6,1.3133,103.962
"East","East Coast Parkway",2021-09-29,0,0,0,0,28.6,30,26.2,10.1,28.2,1.3133,103.962
"East","East Coast Parkway",2021-09-30,37.6,22.8,33.6,35.4,27.7,29.4,25.2,20,56.9,1.3133,103.962
"East","East Coast Parkway",2021-10-01,151,18.4,25.8,43.2,24.2,24.7,23.6,9.8,36.7,1.3133,103.962
"East","East Coast Parkway",2021-10-02,3.4,3.4,3.4,3.4,27.4,30,25.7,10.9,35.9,1.3133,103.962
"East","East Coast Parkway",2021-10-03,0,0,0,0,28.1,31.9,25.8,13,47.6,1.3133,103.962
"East","East Coast Parkway",2021-10-04,0,0,0,0,29,32.4,26.3,7.6,27,1.3133,103.962
"East","East Coast Parkway",2021-10-05,0,0,0,0,29.1,31.2,26.9,7.3,26.3,1.3133,103.962
"East","East Coast Parkway",2021-10-06,11.2,8.8,9,9.2,28.2,30.7,24.8,9,30.6,1.3133,103.962
"East","East Coast Parkway",2021-10-07,16.2,10,10,10.2,26.7,28.3,24.2,6,36.3,1.3133,103.962
"East","East Coast Parkway",2021-10-08,1.6,1.6,1.6,1.6,29.2,30.8,28,15,34.3,1.3133,103.962
"East","East Coast Parkway",2021-10-09,3.2,1.4,2.6,3,27.3,28.6,23.4,13.6,61.9,1.3133,103.962
"East","East Coast Parkway",2021-10-10,47.4,30.8,45.2,46.8,28.9,31.1,25.4,12.3,46.5,1.3133,103.962
"East","East Coast Parkway",2021-10-11,42.6,17.2,24.8,36.6,26.8,28.9,24.8,8.9,33.5,1.3133,103.962
"East","East Coast Parkway",2021-10-12,12,4.4,7.8,11.8,27.9,31.2,25.9,10.1,37.8,1.3133,103.962
"East","East Coast Parkway",2021-10-13,0,0,0,0,29.8,30.9,28.2,13,29.8,1.3133,103.962
"East","East Coast Parkway",2021-10-14,0,0,0,0,30,31.3,28.7,18.1,43.2,1.3133,103.962
"East","East Coast Parkway",2021-10-15,0,0,0,0,29.9,31.2,27.2,12.3,34.3,1.3133,103.962
"East","East Coast Parkway",2021-10-16,0.6,0.6,0.6,0.6,29.9,31.1,28.9,10.8,30.6,1.3133,103.962
"East","East Coast Parkway",2021-10-17,4.4,1.6,2,3.2,28.5,31.6,26.6,6.8,36.7,1.3133,103.962
"East","East Coast Parkway",2021-10-18,4,3,3.4,3.8,28.1,30.7,26.1,4.9,24.8,1.3133,103.962
"East","East Coast Parkway",2021-10-19,0,0,0,0,28.8,31.2,26.8,7.7,34.3,1.3133,103.962
"East","East Coast Parkway",2021-10-20,17.8,8,11.2,12.8,27.3,29.8,24.9,8.4,45,1.3133,103.962
"East","East Coast Parkway",2021-10-21,0,0,0,0,27.8,30,26.2,8.8,36.3,1.3133,103.962
"East","East Coast Parkway",2021-10-22,0.8,0.8,0.8,0.8,28.4,31.6,27,8.6,37.4,1.3133,103.962
"East","East Coast Parkway",2021-10-23,0,0,0,0,28.4,30.9,26.6,6.2,28.9,1.3133,103.962
"East","East Coast Parkway",2021-10-24,0,0,0,0,28.5,31.6,27,7.9,30.2,1.3133,103.962
"East","East Coast Parkway",2021-10-25,2.2,2.2,2.2,2.2,28.3,30.4,26.3,6.9,35.9,1.3133,103.962
"East","East Coast Parkway",2021-10-26,0,0,0,0,29.2,32.7,26.6,6.3,22,1.3133,103.962
"East","East Coast Parkway",2021-10-27,26.4,17.6,25.6,26.2,29.1,31,25.1,11.7,40.4,1.3133,103.962
"East","East Coast Parkway",2021-10-28,0,0,0,0,28.4,30.1,27.1,11.4,54.4,1.3133,103.962
"East","East Coast Parkway",2021-10-29,0,0,0,0,29.3,30.3,27.3,10.8,25.6,1.3133,103.962
"East","East Coast Parkway",2021-10-30,1,1,1,1,28.8,30.2,26.4,9,25.6,1.3133,103.962
"East","East Coast Parkway",2021-10-31,4.2,2.6,3.4,3.4,28.5,31.6,25.4,5.4,42,1.3133,103.962
"East","East Coast Parkway",2021-11-01,1,0.6,1,2.8,26,28.2,24.5,13.3,43.9,1.3133,103.962
"East","East Coast Parkway",2021-11-02,0,0,0,0,27.6,30.6,25.5,12.1,38.2,1.3133,103.962
"East","East Coast Parkway",2021-11-03,0,0,0,0,28.2,31.5,25.7,13.3,44.3,1.3133,103.962
"East","East Coast Parkway",2021-11-04,0,0,0,0,28.8,31.1,27.1,9.1,32,1.3133,103.962
"East","East Coast Parkway",2021-11-05,0,0,0,0,29.3,30.9,28,9.2,35.9,1.3133,103.962
"East","East Coast Parkway",2021-11-06,0,0,0,0,28.7,30.6,26.7,10.1,27,1.3133,103.962
"East","East Coast Parkway",2021-11-07,24.2,16.2,22.2,22.4,26.7,29.1,23.8,5.6,43.5,1.3133,103.962
"East","East Coast Parkway",2021-11-08,7.4,7.2,7.2,7.2,28.7,29.6,24.3,14,48.9,1.3133,103.962
"East","East Coast Parkway",2021-11-09,0,0,0,0,28.6,30.3,26.1,11.7,26.7,1.3133,103.962
"East","East Coast Parkway",2021-11-10,0,0,0,0,29.6,31.6,27,14.6,34.6,1.3133,103.962
"East","East Coast Parkway",2021-11-11,0.2,0.2,0.2,0.2,28,31.2,25.3,11.4,33.5,1.3133,103.962
"East","East Coast Parkway",2021-11-12,18.2,9.4,14.4,15.8,27.6,30.8,26.1,7.5,30.6,1.3133,103.962
"East","East Coast Parkway",2021-11-13,1.6,0.8,0.8,1,27.7,28.7,25.2,13,30.9,1.3133,103.962
"East","East Coast Parkway",2021-11-14,0,0,0,0,29.1,30.7,27,8.1,22.6,1.3133,103.962
"East","East Coast Parkway",2021-11-15,1.4,0.8,0.8,1,28.2,30.4,26.9,8.2,29.8,1.3133,103.962
"East","East Coast Parkway",2021-11-16,0,0,0,0,28.8,31,26.5,8.6,25.9,1.3133,103.962
"East","East Coast Parkway",2021-11-17,0,0,0,0,29.1,31.1,27.5,7.1,32,1.3133,103.962
"East","East Coast Parkway",2021-11-18,54.6,26,39.8,46.4,27.9,29.7,24.4,7.6,40.7,1.3133,103.962
"East","East Coast Parkway",2021-11-19,0,0,0,0,28.5,30.3,26.5,8.8,27.8,1.3133,103.962
"East","East Coast Parkway",2021-11-20,0.8,0.4,0.4,0.6,28,30.1,24.6,5,35.2,1.3133,103.962
"East","East Coast Parkway",2021-11-21,3,2.8,3,3,28.2,32.6,26.2,5.8,24.8,1.3133,103.962
"East","East Coast Parkway",2021-11-22,2,1.8,2,2,28.4,30.5,25.6,8.3,41.9,1.3133,103.962
"East","East Coast Parkway",2021-11-23,13.2,9,10.4,12.6,27.8,30.7,25.3,5.7,27.4,1.3133,103.962
"East","East Coast Parkway",2021-11-24,56.2,27.4,41.4,54.2,26.5,27.8,23.7,4.5,35.9,1.3133,103.962
"East","East Coast Parkway",2021-11-25,0,0,0,0,28.4,32.8,25.4,6.1,21.7,1.3133,103.962
"East","East Coast Parkway",2021-11-26,0,0,0,0,29.1,32.1,26.6,7.2,33.5,1.3133,103.962
"East","East Coast Parkway",2021-11-27,18.8,10.4,12.6,17.8,28,31.8,24.5,8.8,44.6,1.3133,103.962
"East","East Coast Parkway",2021-11-28,0,0,0,0,28.8,31.2,26.3,8.7,31.3,1.3133,103.962
"East","East Coast Parkway",2021-11-29,0,0,0,0,30,32.3,27.4,11.4,41.1,1.3133,103.962
"East","East Coast Parkway",2021-11-30,6.8,6.8,6.8,6.8,29.7,31.3,24.7,10.8,45.4,1.3133,103.962
"East","East Coast Parkway",2021-12-01,5,2,2,2.2,25.9,28.4,24.3,14.2,46.9,1.3133,103.962
"East","East Coast Parkway",2021-12-02,5.4,5.4,5.4,5.4,27.5,30.1,25.7,12.8,39.3,1.3133,103.962
"East","East Coast Parkway",2021-12-03,7.4,4.2,4.2,4.2,27.2,28.9,24.1,8.7,37.8,1.3133,103.962
"East","East Coast Parkway",2021-12-04,1,0.6,0.6,0.6,28.2,30.2,25.5,9.9,30.6,1.3133,103.962
